,genre_ids
5499,"['Thriller', 'Crime', 'Action', 'Drama']"
5500,"['Music', 'Comedy', 'Romance']"
5501,"['Action', 'Thriller']"
5502,"['Horror', 'Thriller', 'Mystery']"
5503,"['Action', 'Thriller']"
5504,"['Drama', 'History', 'War']"
5505,"['Comedy', 'Romance']"
5506,"['Thriller', 'Romance']"
5507,['Drama']
5508,['Thriller']
5509,"['Animation', 'Drama', 'Science Fiction']"
5510,['Comedy']
5511,"['Family', 'Animation', 'Adventure', 'Fantasy']"
5512,['Horror']
5513,"['Thriller', 'Horror', 'Fantasy']"
5514,"['Drama', 'Romance']"
5515,"['Animation', 'Comedy', 'Family']"
5516,['Comedy']
5517,"['Horror', 'Thriller', 'Mystery']"
5518,"['Action', 'Thriller', 'Crime']"
5519,"['Science Fiction', 'Action']"
5520,"['Drama', 'History', 'Romance']"
5521,"['Horror', 'Thriller']"
5522,"['Action', 'Crime', 'Thriller']"
5523,"['Drama', 'Action', 'Thriller']"
5524,"['Drama', 'Action', 'Comedy', 'Crime']"
5525,"['Horror', 'Drama', 'Fantasy']"
5526,"['Animation', 'Drama']"
5527,['Comedy']
5528,"['Horror', 'Thriller', 'Drama', 'Mystery']"
5529,['Horror']
5530,"['Action', 'Thriller', 'Science Fiction']"
5531,"['Adventure', 'Family', 'Fantasy']"
5532,"['Drama', 'Horror', 'Mystery']"
5533,"['Science Fiction', 'Action']"
5534,"['Comedy', 'Romance']"
5535,"['Comedy', 'Drama']"
5536,"['Drama', 'History']"
5537,"['Action', 'Thriller']"
5538,"['Drama', 'Romance']"
5539,"['Romance', 'Drama', 'Comedy']"
5540,"['Horror', 'Mystery', 'Thriller']"
5541,['Horror']
5542,"['Horror', 'Comedy']"
5543,"['Action', 'Thriller', 'Crime', 'Mystery']"
5544,"['Drama', 'TV Movie', 'Romance', 'History']"
5545,"['Action', 'Drama']"
5546,"['Action', 'Thriller', 'Drama']"
5547,"['Animation', 'Fantasy', 'Horror']"
5548,"['Drama', 'Thriller', 'Mystery']"
5549,"['Fantasy', 'Family', 'Horror']"
5550,"['Animation', 'Family', 'Mystery', 'Fantasy', 'Comedy']"
5551,"['Adventure', 'Drama', 'Family']"
5552,"['Romance', 'Comedy', 'Crime']"
5553,"['Action', 'Comedy']"
5554,"['Romance', 'Comedy']"
5555,"['Romance', 'Comedy', 'Drama']"
5556,"['Drama', 'Comedy']"
5557,"['Drama', 'History', 'Romance']"
5558,"['Adventure', 'Comedy', 'Fantasy']"
5559,['Comedy']
5560,"['Action', 'Thriller', 'Crime', 'Drama']"
5561,"['Action', 'Science Fiction', 'Horror', 'TV Movie']"
5562,['Comedy']
5563,"['Crime', 'Drama', 'Thriller']"
5564,"['Drama', 'History']"
5565,"['Drama', 'History', 'Romance']"
5566,"['Horror', 'Thriller']"
5567,"['Action', 'Horror', 'Adventure', 'Science Fiction']"
5568,"['Crime', 'Horror', 'Thriller']"
5569,"['Adventure', 'Drama']"
5570,"['Comedy', 'Drama', 'Romance']"
5571,"['Action', 'Comedy']"
5572,"['Drama', 'Horror', 'Thriller']"
5573,"['Drama', 'Romance', 'Science Fiction', 'Fantasy']"
5574,"['Action', 'Drama', 'Thriller']"
5575,"['Drama', 'History']"
5576,"['Action', 'Horror', 'Science Fiction']"
5577,"['Animation', 'Science Fiction', 'Action', 'Mystery']"
5578,"['Comedy', 'Drama']"
5579,"['Action', 'Comedy', 'Crime']"
5580,"['Action', 'Comedy', 'Crime']"
5581,"['Action', 'Science Fiction']"
5582,"['Drama', 'Romance']"
5583,"['Adventure', 'Fantasy', 'Family']"
5584,['Documentary']
5585,"['Comedy', 'Action', 'Adventure']"
5586,['Drama']
5587,"['Action', 'Adventure', 'Crime', 'Drama']"
5588,['Horror']
5589,"['Drama', 'Horror', 'Romance', 'Science Fiction']"
5590,"['Crime', 'Thriller']"
5591,['Action']
5592,"['Science Fiction', 'Thriller']"
5593,"['Crime', 'Drama', 'Thriller']"
5594,"['Comedy', 'Action', 'Thriller']"
5595,"['Crime', 'Mystery', 'Thriller', 'Action']"
5596,"['Crime', 'Drama', 'Thriller']"
5597,"['Adventure', 'Action', 'Thriller']"
5598,"['Action', 'Drama', 'Thriller']"
5599,['Drama']
5600,"['Adventure', 'History', 'Action']"
5601,"['Drama', 'Crime', 'Documentary']"
5602,"['Horror', 'Mystery', 'Thriller', 'Drama']"
5603,"['History', 'Drama', 'War']"
5604,"['Comedy', 'Crime']"
5605,"['Drama', 'Action', 'Romance']"
5606,"['Animation', 'Family', 'Action', 'Science Fiction']"
5607,"['Romance', 'Drama']"
5608,"['Drama', 'Western']"
5609,['Horror']
5610,"['Drama', 'Comedy', 'Romance']"
5611,"['Comedy', 'Crime', 'Drama']"
5612,['Horror']
5613,"['Animation', 'Comedy', 'Family']"
5614,"['Drama', 'Thriller']"
5615,"['Horror', 'Fantasy', 'Science Fiction']"
5616,['Comedy']
5617,"['Action', 'Adventure', 'Fantasy']"
5618,"['Horror', 'Thriller']"
5619,"['Comedy', 'Romance', 'Drama']"
5620,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
5621,"['Family', 'TV Movie', 'Comedy']"
5622,"['Science Fiction', 'Action', 'TV Movie']"
5623,"['Animation', 'Crime', 'Thriller']"
5624,"['Crime', 'Drama']"
5625,"['TV Movie', 'Drama']"
5626,['Drama']
5627,"['Western', 'Comedy']"
5628,"['Comedy', 'Music', 'Romance']"
5629,"['Crime', 'Drama', 'Thriller']"
5630,"['Action', 'Crime', 'Thriller']"
5631,"['Family', 'Fantasy', 'Drama', 'Adventure']"
5632,"['Horror', 'Thriller', 'Fantasy']"
5633,"['Family', 'Adventure', 'Animation', 'Fantasy']"
5634,"['Comedy', 'Animation', 'Family']"
5635,"['Drama', 'Crime']"
5636,"['Comedy', 'Family', 'Fantasy']"
5637,"['Action', 'Adventure', 'Drama', 'Family']"
5638,"['Comedy', 'Drama', 'Family', 'Music', 'Romance', 'TV Movie']"
5639,"['Comedy', 'Romance']"
5640,"['Fantasy', 'Comedy']"
5641,['Comedy']
5642,"['Comedy', 'Romance']"
5643,"['Drama', 'Music', 'Romance']"
5644,"['Horror', 'Science Fiction', 'Thriller']"
5645,"['Comedy', 'Romance']"
5646,"['Drama', 'Fantasy', 'Romance']"
5647,"['Adventure', 'History', 'Drama']"
5648,['Drama']
5649,"['Animation', 'Comedy', 'Family', 'Action']"
5650,"['Family', 'Comedy', 'Action']"
5651,"['Horror', 'Drama', 'Mystery']"
5652,"['Drama', 'Horror', 'Science Fiction', 'Romance']"
5653,"['Western', 'Comedy']"
5654,"['Thriller', 'Drama']"
5655,"['Adventure', 'Action']"
5656,['Comedy']
5657,"['Science Fiction', 'Drama', 'Action']"
5658,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
5659,['Science Fiction']
5660,"['Comedy', 'Romance', 'Drama']"
5661,"['Comedy', 'Romance']"
5662,"['Romance', 'Comedy']"
5663,"['Comedy', 'Romance']"
5664,"['Comedy', 'Horror', 'Science Fiction', 'TV Movie']"
5665,"['Family', 'Comedy', 'Animation', 'Adventure']"
5666,"['Horror', 'Thriller']"
5667,"['Comedy', 'Romance', 'Fantasy', 'Drama']"
5668,"['Action', 'Crime']"
5669,['Drama']
5670,"['Action', 'Animation', 'Science Fiction']"
5671,"['Romance', 'Drama', 'Fantasy']"
5672,"['Horror', 'Science Fiction']"
5673,"['Action', 'Crime', 'Thriller']"
5674,"['Comedy', 'Crime']"
5675,"['Action', 'Drama', 'Thriller']"
5676,"['Drama', 'Western']"
5677,['Crime']
5678,"['Comedy', 'Drama']"
5679,"['Thriller', 'Horror']"
5680,"['Action', 'Adventure', 'History', 'Drama']"
5681,"['Horror', 'Mystery', 'Drama']"
5682,"['Drama', 'Family']"
5683,['Western']
5684,"['Comedy', 'Crime', 'Drama']"
5685,"['Drama', 'Thriller']"
5686,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
5687,"['Animation', 'Adventure', 'Action']"
5688,"['Thriller', 'Horror', 'Mystery']"
5689,['Comedy']
5690,"['Music', 'Drama', 'Comedy']"
5691,"['Drama', 'History']"
5692,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']"
5693,"['Drama', 'Thriller', 'Crime']"
5694,"['Science Fiction', 'Action']"
5695,"['Drama', 'Western']"
5696,['Documentary']
5697,"['Horror', 'Thriller']"
5698,"['Music', 'Fantasy', 'Comedy', 'Science Fiction', 'Family', 'TV Movie']"
5699,"['Horror', 'Comedy']"
5700,"['Drama', 'Thriller']"
5701,"['Drama', 'Mystery', 'Thriller', 'Crime']"
5702,"['War', 'Action', 'Drama']"
5703,"['Drama', 'Thriller', 'Crime']"
5704,"['Crime', 'Mystery', 'Thriller']"
5705,"['Thriller', 'Action', 'Crime']"
5706,"['Thriller', 'Horror', 'Action']"
5707,"['Fantasy', 'Family', 'TV Movie']"
5708,"['Drama', 'Science Fiction']"
5709,['Horror']
5710,"['Adventure', 'Action', 'Thriller']"
5711,"['Mystery', 'Thriller']"
5712,"['Comedy', 'Drama']"
5713,['Drama']
5714,"['Comedy', 'Drama']"
5715,['Romance']
5716,"['Action', 'Adventure']"
5717,"['Adventure', 'Action', 'Drama', 'Fantasy']"
5718,['Drama']
5719,"['Comedy', 'Drama', 'Romance']"
5720,"['Comedy', 'Drama', 'Romance']"
5721,"['Action', 'Mystery', 'Thriller']"
5722,"['Action', 'Crime', 'Mystery', 'Thriller']"
5723,"['Drama', 'Comedy', 'Fantasy']"
5724,"['Fantasy', 'Comedy', 'Drama']"
5725,"['Thriller', 'Drama', 'Action', 'Mystery']"
5726,"['Comedy', 'Drama', 'Romance']"
5727,"['Drama', 'Romance']"
5728,"['Adventure', 'Action', 'Thriller']"
5729,"['Thriller', 'Action', 'Adventure', 'Drama']"
5730,"['Adventure', 'Drama', 'Comedy']"
5731,"['Comedy', 'Drama', 'Romance']"
5732,"['Thriller', 'Fantasy', 'Action', 'Comedy']"
5733,"['Comedy', 'Romance']"
5734,"['Romance', 'Drama', 'Fantasy']"
5735,['Comedy']
5736,"['Romance', 'Drama']"
5737,"['Family', 'Comedy']"
5738,"['Crime', 'Thriller', 'Mystery']"
5739,"['Thriller', 'Horror', 'Drama']"
5740,['Comedy']
5741,"['Drama', 'Thriller', 'Crime', 'Mystery']"
5742,"['Comedy', 'Drama', 'Romance', 'TV Movie']"
5743,"['Action', 'Adventure', 'Science Fiction']"
5744,"['Action', 'Crime']"
5745,"['Action', 'Adventure', 'Fantasy']"
5746,"['Horror', 'Thriller']"
5747,"['Drama', 'Crime']"
5748,"['Horror', 'Drama']"
5749,"['Mystery', 'Drama', 'Romance']"
5750,['Drama']
5751,"['Comedy', 'Romance']"
5752,"['Drama', 'Thriller']"
5753,"['Comedy', 'Romance', 'Drama']"
5754,"['Comedy', 'Action', 'Crime', 'Adventure', 'Thriller']"
5755,"['Thriller', 'Romance']"
5756,"['Drama', 'Thriller']"
5757,"['Drama', 'Romance', 'Adventure']"
5758,"['Action', 'Crime', 'Thriller']"
5759,"['Action', 'Crime', 'Drama', 'Thriller']"
5760,"['Animation', 'Drama', 'Fantasy']"
5761,"['Crime', 'Horror']"
5762,['Drama']
5763,"['War', 'Drama', 'History', 'Action']"
5764,['Comedy']
5765,"['Western', 'Drama', 'Romance']"
5766,['Drama']
5767,"['Crime', 'Drama', 'Thriller']"
5768,"['Thriller', 'Drama']"
5769,"['Comedy', 'Crime']"
5770,"['Crime', 'Action', 'Comedy', 'Thriller']"
5771,['Romance']
5772,"['Action', 'Horror']"
5773,"['Comedy', 'Crime']"
5774,"['Action', 'Crime', 'Thriller']"
5775,"['Horror', 'Thriller']"
5776,"['Action', 'Science Fiction']"
5777,"['Horror', 'Drama']"
5778,['Drama']
5779,"['Drama', 'Romance', 'Thriller']"
5780,"['Horror', 'Thriller']"
5781,"['Romance', 'Drama']"
5782,"['Thriller', 'History', 'Drama']"
5783,"['Thriller', 'Drama', 'Romance']"
5784,['Drama']
5785,"['Action', 'Adventure', 'Fantasy', 'Drama']"
5786,"['Music', 'Drama', 'Comedy']"
5787,"['Fantasy', 'Horror', 'Romance']"
5788,"['Horror', 'Mystery']"
5789,['Comedy']
5790,['Documentary']
5791,"['Drama', 'Romance']"
5792,['Thriller']
5793,"['Horror', 'Comedy', 'Fantasy']"
5794,['Drama']
5795,"['Science Fiction', 'Horror', 'Thriller']"
5796,['Comedy']
5797,"['Science Fiction', 'Animation', 'Drama']"
5798,"['Comedy', 'Horror', 'Thriller']"
5799,"['Comedy', 'Drama', 'Romance']"
5800,"['Comedy', 'Drama', 'Romance']"
5801,"['Horror', 'Fantasy']"
5802,"['Science Fiction', 'Horror']"
5803,"['Comedy', 'Horror', 'Fantasy']"
5804,"['Horror', 'Mystery']"
5805,"['Comedy', 'Drama']"
5806,"['Drama', 'Thriller']"
5807,"['Adventure', 'Comedy']"
5808,"['Drama', 'Comedy', 'Romance']"
5809,['Thriller']
5810,"['Action', 'Drama', 'Romance', 'Thriller']"
5811,"['Drama', 'Romance']"
5812,"['Horror', 'Drama', 'Science Fiction']"
5813,"['Science Fiction', 'Comedy', 'Adventure', 'Romance']"
5814,"['Drama', 'Thriller', 'Action']"
5815,['Comedy']
5816,"['Crime', 'Drama']"
5817,"['Science Fiction', 'Drama', 'Romance']"
5818,"['Action', 'Drama', 'Crime']"
5819,"['Action', 'Family', 'Adventure', 'Drama', 'Comedy']"
5820,"['Action', 'Fantasy', 'Science Fiction']"
5821,"['Drama', 'War']"
5822,"['Horror', 'Thriller']"
5823,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']"
5824,"['Adventure', 'Action', 'Thriller']"
5825,"['Comedy', 'Drama']"
5826,"['Drama', 'Fantasy']"
5827,"['Drama', 'War']"
5828,"['Music', 'Fantasy', 'Adventure']"
5829,['Comedy']
5830,['Horror']
5831,"['Thriller', 'Drama', 'War']"
5832,"['Comedy', 'Drama']"
5833,"['Action', 'Crime', 'Thriller']"
5834,"['Drama', 'Thriller']"
5835,"['Drama', 'Family', 'Fantasy', 'Romance']"
5836,"['Comedy', 'Animation', 'Adventure', 'Family']"
5837,"['Thriller', 'Crime', 'Mystery']"
5838,"['Crime', 'Comedy']"
5839,['Fantasy']
5840,"['Crime', 'Comedy']"
5841,['Fantasy']
5842,"['Animation', 'Family', 'Fantasy']"
5843,"['Comedy', 'Crime', 'Drama']"
5844,"['Adventure', 'Action', 'Thriller']"
5845,"['Horror', 'Thriller']"
5846,"['Comedy', 'Romance', 'Drama']"
5847,"['Drama', 'Horror', 'Mystery']"
5848,"['Action', 'Drama', 'Mystery']"
5849,['Drama']
5850,['Drama']
5851,"['Horror', 'Thriller']"
5852,"['Drama', 'Romance']"
5853,"['Action', 'Adventure']"
5854,"['Comedy', 'Drama', 'Family', 'TV Movie']"
5855,['Drama']
5856,"['Comedy', 'Drama', 'Romance']"
5857,"['Thriller', 'Crime']"
5858,['Romance']
5859,"['Drama', 'Horror', 'Thriller']"
5860,"['Drama', 'Fantasy']"
5861,"['Comedy', 'Science Fiction', 'Horror']"
5862,"['Thriller', 'Drama', 'Crime', 'TV Movie']"
5863,"['Horror', 'Drama']"
5864,"['Drama', 'Crime', 'Thriller']"
5865,"['Drama', 'History']"
5866,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']"
5867,"['Crime', 'Drama', 'Thriller']"
5868,['Comedy']
5869,"['Drama', 'Romance']"
5870,"['Comedy', 'Action']"
5871,"['Mystery', 'Thriller']"
5872,"['Crime', 'Comedy']"
5873,"['Thriller', 'Drama']"
5874,"['Drama', 'Romance']"
5875,"['Action', 'Crime', 'Thriller']"
5876,"['Drama', 'Romance']"
5877,"['Drama', 'Romance']"
5878,"['Animation', 'Crime', 'Mystery', 'Action']"
5879,"['Animation', 'Action', 'Fantasy']"
5880,"['Comedy', 'Drama']"
5881,"['Comedy', 'Fantasy', 'Science Fiction', 'Family', 'Mystery']"
5882,"['Drama', 'Crime']"
5883,['Drama']
5884,"['Action', 'Science Fiction', 'Thriller', 'Mystery']"
5885,"['Crime', 'Drama', 'Thriller']"
5886,"['Animation', 'Comedy', 'Family']"
5887,"['Drama', 'Thriller', 'Horror']"
5888,"['Comedy', 'Mystery', 'Crime']"
5889,['Action']
5890,"['Science Fiction', 'Action', 'Fantasy']"
5891,"['Romance', 'Comedy']"
5892,"['Horror', 'Mystery', 'Thriller']"
5893,"['Horror', 'Thriller']"
5894,"['Thriller', 'Crime', 'Drama']"
5895,['Drama']
5896,"['Thriller', 'Drama']"
5897,"['Drama', 'Action', 'Comedy']"
5898,"['Comedy', 'Drama', 'War']"
5899,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
5900,"['Drama', 'Horror', 'Science Fiction']"
5901,"['Animation', 'Family', 'Comedy']"
5902,"['Horror', 'Science Fiction', 'Romance']"
5903,"['Comedy', 'Fantasy']"
5904,"['Science Fiction', 'Action', 'Adventure', 'Horror', 'Thriller']"
5905,['Comedy']
5906,['Documentary']
5907,"['Animation', 'Adventure', 'Comedy']"
5908,"['Romance', 'Drama']"
5909,"['Animation', 'Action', 'Comedy']"
5910,"['Thriller', 'Horror', 'Drama', 'Science Fiction', 'Mystery']"
5911,"['Comedy', 'Drama', 'Music']"
5912,"['Drama', 'History', 'War']"
5913,"['Action', 'Adventure', 'Horror', 'Science Fiction']"
5914,"['Horror', 'Thriller']"
5915,['Comedy']
5916,"['Romance', 'Drama']"
5917,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
5918,"['Crime', 'Drama', 'Romance']"
5919,"['Drama', 'Action', 'Comedy', 'Crime']"
5920,['Comedy']
5921,"['Drama', 'Thriller']"
5922,"['Action', 'Crime', 'Thriller']"
5923,"['Crime', 'Comedy']"
5924,"['Drama', 'Mystery', 'Thriller']"
5925,"['Thriller', 'Drama']"
5926,"['Adventure', 'Fantasy', 'Animation', 'Family']"
5927,"['Crime', 'Drama', 'TV Movie']"
5928,"['Adventure', 'Thriller', 'Drama']"
5929,"['Action', 'Adventure', 'Thriller']"
5930,"['Horror', 'Thriller']"
5931,"['Thriller', 'Mystery', 'Crime']"
5932,"['Thriller', 'Drama']"
5933,['Drama']
5934,['Drama']
5935,"['Romance', 'Science Fiction', 'Drama']"
5936,"['Action', 'Adventure', 'Drama']"
5937,"['Action', 'Adventure', 'Drama', 'Science Fiction']"
5938,"['Comedy', 'Drama', 'Romance']"
5939,"['Drama', 'Romance']"
5940,"['Drama', 'Romance', 'Thriller']"
5941,"['Science Fiction', 'Comedy', 'Horror']"
5942,"['Thriller', 'Horror']"
5943,"['Family', 'Animation', 'Comedy', 'Adventure']"
5944,"['Animation', 'Fantasy', 'Mystery', 'Horror']"
5945,['Action']
5946,"['Crime', 'Drama']"
5947,"['Animation', 'War', 'Drama', 'Family']"
5948,"['Action', 'Comedy', 'Family']"
5949,"['Comedy', 'Drama', 'History', 'Adventure']"
5950,"['Fantasy', 'Comedy', 'Crime']"
5951,"['Animation', 'Adventure', 'Fantasy', 'Family']"
5952,['Romance']
5953,"['Comedy', 'Drama']"
5954,"['Romance', 'Comedy']"
5955,"['Thriller', 'Mystery']"
5956,"['Drama', 'Romance', 'Comedy']"
5957,"['Animation', 'Comedy', 'Action', 'Adventure', 'Family']"
5958,"['Crime', 'Drama', 'Comedy']"
5959,"['Comedy', 'Romance']"
5960,"['Action', 'Adventure', 'Thriller']"
5961,"['Drama', 'Action', 'Thriller']"
5962,['Drama']
5963,"['Comedy', 'Drama', 'Music', 'Romance']"
5964,['Comedy']
5965,"['Horror', 'Mystery', 'Thriller']"
5966,['Fantasy']
5967,['Documentary']
5968,"['Comedy', 'Horror']"
5969,"['Action', 'Crime', 'Thriller']"
5970,"['Drama', 'Thriller']"
5971,['Comedy']
5972,"['Adventure', 'Comedy', 'Family']"
5973,"['Comedy', 'Horror', 'Thriller']"
5974,"['Comedy', 'Drama']"
5975,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']"
5976,"['Drama', 'Family']"
5977,['Horror']
5978,"['Crime', 'Mystery', 'Thriller']"
5979,"['Horror', 'Mystery', 'Fantasy']"
5980,"['Comedy', 'Action']"
5981,['Drama']
5982,['Documentary']
5983,"['Drama', 'Horror', 'Thriller']"
5984,"['Fantasy', 'Comedy', 'Romance']"
5985,"['Drama', 'Horror', 'Crime']"
5986,['Thriller']
5987,"['Drama', 'Romance']"
5988,"['Comedy', 'Fantasy']"
5989,['Drama']
5990,"['Family', 'Comedy']"
5991,['Horror']
5992,"['Adventure', 'Animation', 'Family', 'Comedy', 'Fantasy']"
5993,"['Thriller', 'Horror']"
5994,['Action']
5995,"['Science Fiction', 'Adventure']"
5996,"['Crime', 'Fantasy', 'Horror']"
5997,"['Action', 'Comedy', 'Fantasy']"
5998,"['Drama', 'Action', 'Thriller', 'Crime']"
5999,['Thriller']
6000,"['Crime', 'Drama', 'Action']"
6001,"['Comedy', 'Romance']"
6002,['Crime']
6003,['Thriller']
6004,"['Animation', 'Action', 'Adventure']"
6005,"['Action', 'Drama']"
6006,"['Comedy', 'Romance', 'Drama']"
6007,"['Animation', 'Action', 'Crime', 'Mystery']"
6008,"['Comedy', 'Family']"
6009,"['Animation', 'Family', 'Adventure']"
6010,['Comedy']
6011,"['Drama', 'Romance']"
6012,"['Comedy', 'Drama']"
6013,"['Drama', 'Comedy']"
6014,"['Drama', 'Comedy', 'Romance']"
6015,"['Horror', 'Mystery', 'Drama']"
6016,"['Horror', 'Thriller']"
6017,['Comedy']
6018,"['Drama', 'Horror', 'Action', 'Thriller']"
6019,"['War', 'Drama', 'Action']"
6020,['Documentary']
6021,"['Crime', 'Thriller', 'Action']"
6022,"['Adventure', 'Comedy', 'War']"
6023,['Horror']
6024,"['Adventure', 'Family']"
6025,['Drama']
6026,"['Science Fiction', 'Thriller']"
6027,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']"
6028,"['Horror', 'Thriller', 'Action']"
6029,"['Action', 'Adventure', 'Crime', 'Thriller']"
6030,"['TV Movie', 'Drama', 'Fantasy']"
6031,"['Comedy', 'Family', 'Romance', 'Fantasy']"
6032,"['Action', 'Animation']"
6033,"['Drama', 'History']"
6034,"['Comedy', 'Romance']"
6035,['Action']
6036,['Drama']
6037,"['Horror', 'Thriller', 'Drama']"
6038,"['Action', 'Horror', 'Science Fiction']"
6039,"['Music', 'Drama', 'History']"
6040,"['Action', 'Adventure']"
6041,"['Adventure', 'Comedy', 'Science Fiction']"
6042,"['Music', 'Comedy', 'Drama']"
6043,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']"
6044,"['Animation', 'Comedy', 'Fantasy']"
6045,"['Action', 'Comedy', 'Adventure']"
6046,"['Horror', 'Thriller', 'Mystery']"
6047,"['Mystery', 'Crime', 'Thriller']"
6048,"['Crime', 'Thriller']"
6049,"['Fantasy', 'Adventure', 'Animation', 'Action']"
6050,"['Music', 'Comedy', 'Drama']"
6051,"['Fantasy', 'Mystery', 'Thriller']"
6052,"['Action', 'Science Fiction', 'Thriller', 'Crime']"
6053,"['Action', 'Adventure', 'Thriller', 'Drama']"
6054,"['Fantasy', 'Family', 'Comedy']"
6055,"['Drama', 'Crime']"
6056,"['Drama', 'Romance']"
6057,"['Drama', 'Romance', 'Music']"
6058,"['Animation', 'Family', 'Adventure']"
6059,"['Thriller', 'Crime', 'Action']"
6060,"['Action', 'Adventure', 'Drama', 'Romance']"
6061,"['Action', 'Thriller']"
6062,"['Drama', 'Crime', 'Thriller']"
6063,"['Animation', 'Comedy', 'Family', 'Western']"
6064,"['Drama', 'Comedy', 'Romance']"
6065,"['Comedy', 'Romance']"
6066,"['Romance', 'Animation', 'Fantasy']"
6067,"['Horror', 'Mystery', 'Thriller']"
6068,"['Crime', 'Drama']"
6069,"['Drama', 'Action', 'Thriller', 'Crime']"
6070,"['Action', 'Drama']"
6071,['Drama']
6072,"['Family', 'Drama']"
6073,['Drama']
6074,"['Action', 'Drama', 'Thriller', 'Mystery']"
6075,['Drama']
6076,"['Music', 'Family', 'Comedy', 'Fantasy']"
6077,"['Drama', 'Comedy']"
6078,"['Action', 'Thriller', 'Crime']"
6079,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
6080,"['Action', 'Thriller', 'Crime']"
6081,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
6082,"['Action', 'Adventure', 'Fantasy']"
6083,"['Action', 'Thriller', 'Science Fiction']"
6084,"['Mystery', 'Crime', 'Drama', 'TV Movie']"
6085,"['Romance', 'Drama', 'Music']"
6086,"['Romance', 'Comedy']"
6087,"['Drama', 'War']"
6088,"['Comedy', 'Drama', 'Romance']"
6089,['Comedy']
6090,"['Animation', 'Action', 'Crime']"
6091,"['Comedy', 'Crime']"
6092,"['Comedy', 'Romance']"
6093,"['Thriller', 'Crime', 'Drama', 'Horror']"
6094,"['Horror', 'Thriller', 'Mystery']"
6095,"['Crime', 'Thriller']"
6096,"['Drama', 'Action', 'Romance']"
6097,"['Horror', 'Thriller', 'Mystery']"
6098,"['Comedy', 'Drama']"
6099,"['Drama', 'Comedy']"
6100,"['Thriller', 'Romance', 'Drama']"
6101,"['Romance', 'Drama', 'Thriller']"
6102,"['Drama', 'Romance', 'Animation', 'Science Fiction']"
